####数据格式为两位小数的XXXXXX.XX ####
00000000,1
00000100,1
00000200,1
00000300,1
00000400,1
00000500,1
00000600,1
00000700,1
00000800,1
00000900,1
00000A00,1
00000B00,1
00000C00,1
00000D00,1
00000E00,1
00000F00,1
00001000,1
00001100,1
00001200,1
00001300,1
00001400,1
00001500,1
00001600,1
00001700,1
00001800,1
00001900,1
00001A00,1
00001B00,1
00001C00,1
00001D00,1
00001E00,1
00001F00,1
00002000,1
00002100,1
00002200,1
00002300,1
00002400,1
00002500,1
00002600,1
00002700,1
00002800,1
00002900,1
00002A00,1
00002B00,1
00002C00,1
00002D00,1
00002E00,1
00002F00,1
00003000,1
00003100,1
00003200,1
00003300,1
00003400,1
00003500,1
00003600,1
00003700,1
00003800,1
00003900,1
00003A00,1
00003B00,1
00003C00,1
00003D00,1
00003E00,1
00003F00,1
00010000,1
00010100,1
00010200,1
00010300,1
00010400,1
00010500,1
00010600,1
00010700,1
00010800,1
00010900,1
00010A00,1
00010B00,1
00010C00,1
00010D00,1
00010E00,1
00010F00,1
00011000,1
00011100,1
00011200,1
00011300,1
00011400,1
00011500,1
00011600,1
00011700,1
00011800,1
00011900,1
00011A00,1
00011B00,1
00011C00,1
00011D00,1
00011E00,1
00011F00,1
00012000,1
00012100,1
00012200,1
00012300,1
00012400,1
00012500,1
00012600,1
00012700,1
00012800,1
00012900,1
00012A00,1
00012B00,1
00012C00,1
00012D00,1
00012E00,1
00012F00,1
00013000,1
00013100,1
00013200,1
00013300,1
00013400,1
00013500,1
00013600,1
00013700,1
00013800,1
00013900,1
00013A00,1
00013B00,1
00013C00,1
00013D00,1
00013E00,1
00013F00,1
00020000,1
00020100,1
00020200,1
00020300,1
00020400,1
00020500,1
00020600,1
00020700,1
00020800,1
00020900,1
00020A00,1
00020B00,1
00020C00,1
00020D00,1
00020E00,1
00020F00,1
00021000,1
00021100,1
00021200,1
00021300,1
00021400,1
00021500,1
00021600,1
00021700,1
00021800,1
00021900,1
00021A00,1
00021B00,1
00021C00,1
00021D00,1
00021E00,1
00021F00,1
00022000,1
00022100,1
00022200,1
00022300,1
00022400,1
00022500,1
00022600,1
00022700,1
00022800,1
00022900,1
00022A00,1
00022B00,1
00022C00,1
00022D00,1
00022E00,1
00022F00,1
00023000,1
00023100,1
00023200,1
00023300,1
00023400,1
00023500,1
00023600,1
00023700,1
00023800,1
00023900,1
00023A00,1
00023B00,1
00023C00,1
00023D00,1
00023E00,1
00023F00,1
00030000,1
00030100,1
00030200,1
00030300,1
00030400,1
00030500,1
00030600,1
00030700,1
00030800,1
00030900,1
00030A00,1
00030B00,1
00030C00,1
00030D00,1
00030E00,1
00030F00,1
00031000,1
00031100,1
00031200,1
00031300,1
00031400,1
00031500,1
00031600,1
00031700,1
00031800,1
00031900,1
00031A00,1
00031B00,1
00031C00,1
00031D00,1
00031E00,1
00031F00,1
00032000,1
00032100,1
00032200,1
00032300,1
00032400,1
00032500,1
00032600,1
00032700,1
00032800,1
00032900,1
00032A00,1
00032B00,1
00032C00,1
00032D00,1
00032E00,1
00032F00,1
00033000,1
00033100,1
00033200,1
00033300,1
00033400,1
00033500,1
00033600,1
00033700,1
00033800,1
00033900,1
00033A00,1
00033B00,1
00033C00,1
00033D00,1
00033E00,1
00033F00,1
00040000,1
00040100,1
00040200,1
00040300,1
00040400,1
00040500,1
00040600,1
00040700,1
00040800,1
00040900,1
00040A00,1
00040B00,1
00040C00,1
00040D00,1
00040E00,1
00040F00,1
00041000,1
00041100,1
00041200,1
00041300,1
00041400,1
00041500,1
00041600,1
00041700,1
00041800,1
00041900,1
00041A00,1
00041B00,1
00041C00,1
00041D00,1
00041E00,1
00041F00,1
00042000,1
00042100,1
00042200,1
00042300,1
00042400,1
00042500,1
00042600,1
00042700,1
00042800,1
00042900,1
00042A00,1
00042B00,1
00042C00,1
00042D00,1
00042E00,1
00042F00,1
00043000,1
00043100,1
00043200,1
00043300,1
00043400,1
00043500,1
00043600,1
00043700,1
00043800,1
00043900,1
00043A00,1
00043B00,1
00043C00,1
00043D00,1
00043E00,1
00043F00,1
00050000,1
00050100,1
00050200,1
00050300,1
00050400,1
00050500,1
00050600,1
00050700,1
00050800,1
00050900,1
00050A00,1
00050B00,1
00050C00,1
00050D00,1
00050E00,1
00050F00,1
00051000,1
00051100,1
00051200,1
00051300,1
00051400,1
00051500,1
00051600,1
00051700,1
00051800,1
00051900,1
00051A00,1
00051B00,1
00051C00,1
00051D00,1
00051E00,1
00051F00,1
00052000,1
00052100,1
00052200,1
00052300,1
00052400,1
00052500,1
00052600,1
00052700,1
00052800,1
00052900,1
00052A00,1
00052B00,1
00052C00,1
00052D00,1
00052E00,1
00052F00,1
00053000,1
00053100,1
00053200,1
00053300,1
00053400,1
00053500,1
00053600,1
00053700,1
00053800,1
00053900,1
00053A00,1
00053B00,1
00053C00,1
00053D00,1
00053E00,1
00053F00,1
00060000,1
00060100,1
00060200,1
00060300,1
00060400,1
00060500,1
00060600,1
00060700,1
00060800,1
00060900,1
00060A00,1
00060B00,1
00060C00,1
00060D00,1
00060E00,1
00060F00,1
00061000,1
00061100,1
00061200,1
00061300,1
00061400,1
00061500,1
00061600,1
00061700,1
00061800,1
00061900,1
00061A00,1
00061B00,1
00061C00,1
00061D00,1
00061E00,1
00061F00,1
00062000,1
00062100,1
00062200,1
00062300,1
00062400,1
00062500,1
00062600,1
00062700,1
00062800,1
00062900,1
00062A00,1
00062B00,1
00062C00,1
00062D00,1
00062E00,1
00062F00,1
00063000,1
00063100,1
00063200,1
00063300,1
00063400,1
00063500,1
00063600,1
00063700,1
00063800,1
00063900,1
00063A00,1
00063B00,1
00063C00,1
00063D00,1
00063E00,1
00063F00,1
00070000,1
00070100,1
00070200,1
00070300,1
00070400,1
00070500,1
00070600,1
00070700,1
00070800,1
00070900,1
00070A00,1
00070B00,1
00070C00,1
00070D00,1
00070E00,1
00070F00,1
00071000,1
00071100,1
00071200,1
00071300,1
00071400,1
00071500,1
00071600,1
00071700,1
00071800,1
00071900,1
00071A00,1
00071B00,1
00071C00,1
00071D00,1
00071E00,1
00071F00,1
00072000,1
00072100,1
00072200,1
00072300,1
00072400,1
00072500,1
00072600,1
00072700,1
00072800,1
00072900,1
00072A00,1
00072B00,1
00072C00,1
00072D00,1
00072E00,1
00072F00,1
00073000,1
00073100,1
00073200,1
00073300,1
00073400,1
00073500,1
00073600,1
00073700,1
00073800,1
00073900,1
00073A00,1
00073B00,1
00073C00,1
00073D00,1
00073E00,1
00073F00,1
00080000,1
00080100,1
00080200,1
00080300,1
00080400,1
00080500,1
00080600,1
00080700,1
00080800,1
00080900,1
00080A00,1
00080B00,1
00080C00,1
00080D00,1
00080E00,1
00080F00,1
00081000,1
00081100,1
00081200,1
00081300,1
00081400,1
00081500,1
00081600,1
00081700,1
00081800,1
00081900,1
00081A00,1
00081B00,1
00081C00,1
00081D00,1
00081E00,1
00081F00,1
00082000,1
00082100,1
00082200,1
00082300,1
00082400,1
00082500,1
00082600,1
00082700,1
00082800,1
00082900,1
00082A00,1
00082B00,1
00082C00,1
00082D00,1
00082E00,1
00082F00,1
00083000,1
00083100,1
00083200,1
00083300,1
00083400,1
00083500,1
00083600,1
00083700,1
00083800,1
00083900,1
00083A00,1
00083B00,1
00083C00,1
00083D00,1
00083E00,1
00083F00,1
00090000,1
00090100,1
00090200,1
00090300,1
00090400,1
00090500,1
00090600,1
00090700,1
00090800,1
00090900,1
00090A00,1
00090B00,1
00090C00,1
00090D00,1
00090E00,1
00090F00,1
00091000,1
00091100,1
00091200,1
00091300,1
00091400,1
00091500,1
00091600,1
00091700,1
00091800,1
00091900,1
00091A00,1
00091B00,1
00091C00,1
00091D00,1
00091E00,1
00091F00,1
00092000,1
00092100,1
00092200,1
00092300,1
00092400,1
00092500,1
00092600,1
00092700,1
00092800,1
00092900,1
00092A00,1
00092B00,1
00092C00,1
00092D00,1
00092E00,1
00092F00,1
00093000,1
00093100,1
00093200,1
00093300,1
00093400,1
00093500,1
00093600,1
00093700,1
00093800,1
00093900,1
00093A00,1
00093B00,1
00093C00,1
00093D00,1
00093E00,1
00093F00,1
000A0000,1
000A0100,1
000A0200,1
000A0300,1
000A0400,1
000A0500,1
000A0600,1
000A0700,1
000A0800,1
000A0900,1
000A0A00,1
000A0B00,1
000A0C00,1
000A0D00,1
000A0E00,1
000A0F00,1
000A1000,1
000A1100,1
000A1200,1
000A1300,1
000A1400,1
000A1500,1
000A1600,1
000A1700,1
000A1800,1
000A1900,1
000A1A00,1
000A1B00,1
000A1C00,1
000A1D00,1
000A1E00,1
000A1F00,1
000A2000,1
000A2100,1
000A2200,1
000A2300,1
000A2400,1
000A2500,1
000A2600,1
000A2700,1
000A2800,1
000A2900,1
000A2A00,1
000A2B00,1
000A2C00,1
000A2D00,1
000A2E00,1
000A2F00,1
000A3000,1
000A3100,1
000A3200,1
000A3300,1
000A3400,1
000A3500,1
000A3600,1
000A3700,1
000A3800,1
000A3900,1
000A3A00,1
000A3B00,1
000A3C00,1
000A3D00,1
000A3E00,1
000A3F00,1
00800000,1
00810000,1
00820000,1
00830000,1
00840000,1
00850000,1
00860000,1
00150000,1
00160000,1
00170000,1
00180000,1
00190000,1
001A0000,1
